user_id,product_id,interaction_type,interaction_score,product_category,product_description,review_text,semantic_vector,latent_user_feature,latent_item_feature,target_recommendation_score
U186,P004,purchase,0.765,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.559, 0.494, 0.735, 0.29, 0.909]",0.464,0.381,1.046
U142,P041,review,0.756,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.283, 0.361, 0.586, 0.447, 0.135]",-0.759,-0.319,0.424
U161,P040,review,0.841,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.227, 0.674, 0.516, 0.345, 0.829]",0.288,-0.996,0.653
U122,P018,purchase,0.76,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.854, 0.247, 0.925, 0.826, 0.076]",-0.521,0.38,0.67
U068,P080,view,0.263,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.44, 0.787, 0.289, 0.1, 0.892]",0.866,0.249,0.605
U123,P056,add_to_cart,0.539,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.344, 0.111, 0.196, 0.749, 0.489]",-0.762,0.432,0.429
U163,P033,review,0.632,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.369, 0.186, 0.725, 0.283, 0.162]",-0.007,-0.435,0.537
U163,P048,view,0.105,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.496, 0.75, 0.885, 0.995, 0.952]",0.809,0.829,0.581
U124,P062,view,0.367,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.187, 0.304, 0.516, 0.464, 0.271]",0.1,0.596,0.604
U079,P009,view,0.24,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.423, 0.723, 0.16, 0.808, 0.249]",-0.688,0.677,0.269
U017,P088,review,0.817,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.869, 0.085, 0.042, 0.902, 0.13]",-0.741,-0.531,0.452
U147,P082,view,0.114,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.33, 0.503, 0.253, 0.523, 0.557]",-0.931,0.175,-0.123
U175,P040,add_to_cart,0.483,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.338, 0.997, 0.586, 0.573, 0.662]",-0.014,0.405,0.568
U161,P093,purchase,0.785,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.331, 0.961, 0.821, 0.846, 0.714]",-0.5,0.856,0.881
U123,P062,purchase,0.788,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.222, 0.575, 0.907, 0.968, 0.613]",0.551,0.016,0.995
U032,P043,review,0.422,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.322, 0.521, 0.071, 0.751, 0.259]",-0.662,-0.868,0.006
U129,P100,view,0.146,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.667, 0.683, 0.431, 0.901, 0.975]",-0.521,0.757,0.226
U041,P080,review,0.733,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.531, 0.529, 0.286, 0.345, 0.724]",-0.389,-0.394,0.498
U134,P019,review,0.59,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.78, 0.933, 0.679, 0.847, 0.976]",-0.722,0.568,0.545
U051,P084,add_to_cart,0.62,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.047, 0.824, 0.758, 0.655, 0.921]",-0.835,-0.116,0.361
U020,P040,view,0.16,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.513, 0.752, 0.585, 0.128, 0.047]",0.193,-0.587,0.063
U079,P060,review,0.399,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.031, 0.923, 0.079, 0.343, 0.186]",-0.266,1.0,0.649
U104,P068,purchase,0.767,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.563, 0.925, 0.484, 0.762, 0.058]",0.298,0.594,1.008
U049,P088,review,0.468,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.099, 0.015, 0.127, 0.458, 0.052]",-0.217,0.247,0.445
U030,P100,purchase,0.854,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.798, 0.8, 0.574, 0.467, 0.446]",0.639,0.85,1.346
U020,P039,add_to_cart,0.507,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.544, 0.424, 0.181, 0.993, 0.852]",-0.666,-0.843,0.07
U162,P017,add_to_cart,0.654,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.048, 0.873, 0.266, 0.964, 0.33]",-0.987,-0.196,0.255
U141,P071,view,0.364,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.404, 0.154, 0.656, 0.678, 0.63]",0.206,-0.07,0.395
U063,P083,view,0.233,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.754, 0.749, 0.253, 0.202, 0.433]",-0.841,0.394,0.134
U015,P057,view,0.282,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.743, 0.086, 0.577, 0.367, 0.812]",0.964,0.588,0.771
U132,P095,purchase,0.993,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.965, 0.491, 0.026, 0.749, 0.405]",0.167,0.028,1.073
U123,P020,purchase,0.781,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.76, 0.238, 0.682, 0.016, 0.99]",0.121,0.63,1.003
U120,P085,purchase,0.923,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.283, 0.84, 0.997, 0.517, 0.076]",0.931,-0.417,1.049
U164,P001,add_to_cart,0.536,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.883, 0.029, 0.957, 0.082, 0.709]",-0.07,-0.357,0.433
U191,P019,add_to_cart,0.516,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.785, 0.957, 0.046, 0.676, 0.832]",-0.615,-0.94,0.049
U101,P062,view,0.137,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.012, 0.648, 0.445, 0.636, 0.994]",-0.863,0.45,0.048
U003,P067,view,0.107,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.15, 0.458, 0.159, 0.364, 0.478]",0.566,0.584,0.453
U088,P085,review,0.35,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.646, 0.535, 0.489, 0.006, 0.863]",-0.051,0.292,0.435
U187,P011,purchase,0.983,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.132, 0.439, 0.626, 0.989, 0.251]",-0.74,-0.439,0.612
U035,P036,add_to_cart,0.508,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.693, 0.69, 0.614, 0.258, 0.823]",-0.196,-0.829,0.203
U152,P008,purchase,0.965,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.629, 0.191, 0.672, 0.044, 0.051]",-0.916,-0.2,0.606
U015,P072,purchase,0.886,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.452, 0.547, 0.331, 0.385, 0.748]",0.553,0.675,1.287
U169,P066,add_to_cart,0.688,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.326, 0.572, 0.659, 0.541, 0.404]",0.722,0.534,1.045
U115,P008,purchase,0.98,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.735, 0.057, 0.033, 0.643, 0.04]",0.108,0.044,1.072
U016,P056,add_to_cart,0.451,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.636, 0.646, 0.928, 0.238, 0.881]",0.75,0.797,0.949
U036,P003,review,0.509,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.704, 0.281, 0.253, 0.833, 0.373]",0.985,0.632,0.969
U194,P056,view,0.314,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.07, 0.947, 0.151, 0.332, 0.054]",0.608,-0.76,0.305
U125,P044,purchase,0.852,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.22, 0.152, 0.764, 0.284, 0.557]",0.449,0.226,1.018
U044,P006,add_to_cart,0.655,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.463, 0.466, 0.501, 0.223, 0.188]",0.645,0.074,0.872
U077,P093,purchase,0.877,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.328, 0.634, 0.333, 0.402, 0.165]",-0.935,-0.494,0.469
U162,P077,add_to_cart,0.6,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.242, 0.574, 0.905, 0.002, 0.873]",0.762,-0.729,0.574
U019,P013,add_to_cart,0.409,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.677, 0.102, 0.146, 0.295, 0.969]",-0.019,0.283,0.488
U122,P054,purchase,0.703,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.722, 0.703, 0.355, 0.005, 0.682]",0.229,0.77,0.963
U025,P052,review,0.668,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.9, 0.911, 0.033, 0.764, 0.974]",-0.553,-0.414,0.387
U083,P026,view,0.316,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.489, 0.65, 0.642, 0.353, 0.793]",0.974,0.793,0.798
U058,P077,purchase,0.721,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.652, 0.624, 0.047, 0.602, 0.121]",-0.985,-0.691,0.214
U030,P075,review,0.483,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.02, 0.884, 0.551, 0.617, 0.457]",0.42,0.884,0.83
U022,P045,view,0.206,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.754, 0.545, 0.583, 0.379, 0.465]",0.612,-0.292,0.264
U084,P054,purchase,0.729,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.426, 0.967, 0.414, 0.063, 0.277]",0.192,-0.892,0.524
U100,P066,view,0.264,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.772, 0.784, 0.694, 0.702, 0.617]",-0.74,0.867,0.302
U073,P027,purchase,0.987,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.139, 0.977, 0.462, 0.037, 0.443]",0.513,0.421,1.278
U132,P082,purchase,0.73,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.056, 0.597, 0.623, 0.475, 0.974]",0.705,0.17,0.996
U133,P026,review,0.364,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.323, 0.07, 0.198, 0.223, 0.678]",0.952,0.693,0.848
U019,P094,purchase,0.849,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.182, 0.25, 0.108, 0.281, 0.758]",-0.855,0.109,0.63
U170,P076,add_to_cart,0.536,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.853, 0.971, 0.753, 0.184, 0.852]",-0.991,-0.541,0.047
U102,P077,add_to_cart,0.518,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.989, 0.444, 0.381, 0.6, 0.816]",-0.247,-0.713,0.25
U134,P028,review,0.576,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.746, 0.838, 0.75, 0.555, 0.474]",0.505,0.413,0.834
U148,P019,purchase,0.824,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.473, 0.211, 0.684, 0.764, 0.318]",-0.758,0.236,0.656
U012,P043,view,0.157,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.388, 0.959, 0.319, 0.645, 0.82]",-0.896,-0.807,-0.395
U039,P069,view,0.167,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.412, 0.97, 0.707, 0.704, 0.788]",-0.635,-0.064,-0.079
U014,P075,review,0.434,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.304, 0.215, 0.979, 0.884, 0.494]",0.522,0.085,0.621
U016,P084,purchase,0.908,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.595, 0.379, 0.48, 0.342, 0.283]",0.618,0.365,1.202
U179,P024,review,0.8,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.746, 0.906, 0.618, 0.677, 0.105]",0.157,0.534,0.969
U039,P002,review,0.686,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.416, 0.164, 0.822, 0.912, 0.58]",0.392,0.587,0.977
U140,P051,view,0.374,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.148, 0.856, 0.545, 0.148, 0.614]",0.951,-0.291,0.568
U163,P060,add_to_cart,0.672,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.7, 0.859, 0.672, 0.135, 0.133]",-0.402,0.746,0.822
U073,P041,review,0.741,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.914, 0.646, 0.495, 0.463, 0.001]",-0.091,0.03,0.686
U008,P048,add_to_cart,0.494,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.261, 0.657, 0.118, 0.978, 0.845]",0.733,-0.041,0.678
U166,P070,view,0.3,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.888, 0.982, 0.54, 0.917, 0.907]",0.939,0.614,0.781
U178,P050,add_to_cart,0.458,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.453, 0.023, 0.901, 0.224, 0.991]",0.831,0.489,0.893
U197,P059,review,0.389,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.54, 0.026, 0.949, 0.597, 0.082]",0.672,-0.131,0.601
U177,P092,review,0.795,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.222, 0.109, 0.995, 0.736, 0.811]",-0.107,0.4,0.907
U041,P046,review,0.807,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.658, 0.575, 0.86, 0.701, 0.345]",-0.618,0.371,0.686
U002,P010,add_to_cart,0.452,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.375, 0.037, 0.03, 0.156, 0.489]",-0.03,-0.219,0.362
U037,P086,view,0.202,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.051, 0.751, 0.728, 0.452, 0.423]",0.599,-0.245,0.293
U187,P005,review,0.452,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.322, 0.044, 0.354, 0.435, 0.1]",-0.337,-0.855,0.137
